,session,method,gender,emotion,n_annotators,agreement,path,transcript,duration
37,1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M032.wav," And last year, I remember distinctly you said, you were so excited to get here that you don't remember you stubbed your toe until we were in the car.
",6.6575
38,1,script,F,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M033.wav," Ahh...we weren't in a good spot.
",2.27
39,1,script,F,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M034.wav," We just weren't in a good spot.  I'm telling you, this is a much better spot.  I have instincts for these things.
",5.54
40,1,script,F,exc,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M035.wav," Look there, see?  What's that?  No, that's - that's just seaweed.
",7.324
41,1,script,F,exc,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M038.wav," Just all at once, they turned and they formed this line as long as the California coast.  And some instinctual little firecracker went off in their bodies and they all just turned as one and started swimming.
",14.6225
42,1,script,F,exc,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M040.wav," It's single mindedness with no mind.  It is urgency that is just pure urge.
",7.4148125
43,1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F000.wav," Uh, what?  Craig's List?  Oh the internet thing?
",4.3945
44,1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F001.wav," I don't know.  Isn't that-- that's all like escort services and things like that.
",4.405125
45,1,impro,F,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F002.wav," I don't know.  I mean I've been looking for so long that I just figured that--  I mean, I think things like Monster are a lot more reliable than just some random free board.
",12.2975625
46,1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F005.wav," He just...
",2.4095625
47,1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F006.wav," you know what?  I heard about that job.  I applied for that.
",3.5565
48,1,impro,F,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F007.wav," Yeah.  I saw a posting at the theatre.
",4.2
49,1,impro,F,neu,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F009.wav," Yeah.
",1.3836875
50,1,impro,F,neu,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F013.wav," I just- I mean I call people up and I tell them what I'm good at.
",4.2368125
51,1,impro,F,neu,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F014.wav," Yeah.
",1.49
52,1,impro,F,fru,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F016.wav," I'm there in front of them.  I'm telling them what I'm good at.
",3.6374375
53,1,impro,F,fru,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F017.wav," Why?  It's a piece of paper.
",2.6349375
54,1,impro,F,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F018.wav," I just don't want this paper trail, you know.  I just don't want things following me around, like-.
",5.6899375
55,1,impro,F,fru,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F019.wav," It's just-- You know, I've had this problem before.  You're not the first person to tell me that I need a resume but...
",7.3899375
56,1,impro,F,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F021.wav," That's baloney, that's baloney.
",3.6999375
57,1,impro,F,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F022.wav," Please.
",1.76
58,1,impro,F,fru,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F023.wav," you think that you're better than me because I don't have a car?
",4.3
59,1,impro,F,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F024.wav," You know, you're riding the bus, too.
",2.1124375
60,1,impro,F,fru,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F025.wav," Why?  What choice?
",2.5374375
61,1,impro,F,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F026.wav," You're saving the environment. mmhmm
",2.70125
62,1,impro,F,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F027.wav," Interesting.  That's fantastic.
",3.1724375
63,1,impro,F,ang,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F028.wav," I'm not frustrated.
",2.0099375
64,1,impro,F,ang,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F029.wav," Who do you think you are?
",3.1599375
65,1,impro,F,ang,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F030.wav," You are so high and mighty.  I just--
",3.1849375
66,1,impro,F,ang,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F031.wav," Oh.  I'm saving the environment. I'm riding this car because I- I want to.
",4.4
67,1,impro,F,ang,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F032.wav," The bus, I'm riding the bus because I want to.
",2.8999375
68,1,impro,F,ang,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F033.wav," I can not-- you are not here by choice.  Nobody would ride this bus by choice.
",5.845
69,1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M000.wav," Have you tried, uh, Craig's List?
",3.9156875
70,1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M001.wav," Yeah.
",1.67
71,1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M002.wav," No.  There's regular jobs on there.
",3.2599375
72,1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M003.wav," Uh huh.
",1.8
73,1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M004.wav," I'm just saying I have a friend that got a good job on it so I was just recommending it.
",4.6424375
74,1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M005.wav," He's like a manager for a theatre.
",3.34
75,1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M006.wav," He's like a house manager. Yeah.  It's a good job.
",3.0359375
76,1,impro,F,neu,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M007.wav," You did?
",1.1899375
77,1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M008.wav," Yeah.
",1.1199375
78,1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M009.wav," You've been looking for a job for a long time; that was a long time ago.  Right?
",2.6744375
79,1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M010.wav," Hmm.
",1.75
80,1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M011.wav," I don't know.  He had a really good resume I guess and--
",3.8
81,1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M012.wav," Yeah.  Do you have a resume?
",2.346375
82,1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M013.wav," It's kind of helpful when getting a job.
",3.4026875
83,1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M014.wav," Well maybe we should sit down some time and you can just tell me all the stuff that you have done and I'll write it out.
",7.6664375
84,1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M015.wav," No.  You can- or you can just bring it in person.  But they need, generally, something to see, you know, what kind of what that you've done, what kind of--
",6.8999375
85,1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M016.wav," Yeah.  But the piece of paper helps, too.
",2.985
86,1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M017.wav," No.  But it has an outline, you know.
",2.81
87,1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M018.wav," I know.  Okay.  Well, um. Maybe--
",6.0649375
88,1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M019.wav," Yeah.
",1.31
89,1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M020.wav," Okay, yeah.  I would imagine.
",1.92
90,1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M021.wav," Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now.
",9.73
91,1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M022.wav," maybe get a car.
",2.3005
92,1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M023.wav," I just, you know, think you should try a little harder maybe.
",4.5974375
93,1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M024.wav," I didn't say that.
",2.1899375
94,1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M025.wav," I am riding the bus, but by choice.
",3.2
95,1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M026.wav," To save the environment, carpool.
",2.4
96,1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M027.wav," Yes.  One less car at a time.
",2.6625
97,1,impro,F,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M028.wav," Mmhmm.
",1.2399375
98,1,impro,F,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M029.wav," You know, you don't have to take out your frustration on me, you know, just because...
",4.3799375
99,1,impro,F,fru,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M030.wav," ...you can't get a job and refuse to have a resume.
",3.5099375
100,1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M031.wav," I don't think I'm anyone.
",2.8616875
101,1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M032.wav," I- I-I didn't-- okay.
",2.72
102,1,impro,F,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M034.wav," What? Oh.  So now you're...
",2.6999375
103,1,impro,F,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M035.wav," you know what?  You don't have to take your anger and your hurt out on me.
",3.85
104,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F000.wav," What he's going to say?
",3.531375
105,1,script,M,sad,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F004.wav," Did you talk to him?
",2.36325
106,1,script,M,sad,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F005.wav," Cried hard?
",3.1135
107,1,script,M,sad,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F006.wav," [BREATHING]
",2.2131875
108,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F007.wav," What is he doing out here at that hour?
",3.5910625
109,1,script,M,ang,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F008.wav," He's dreaming about him again, walking the streets.
",5.00825
110,1,script,M,ang,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F011.wav," What do you mean a mistake?
",3.4140625
111,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F012.wav," What do you want to do, argue with him?
",2.9493125
112,1,script,M,ang,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F014.wav," What, can you prove it?  What proof do you have?  Can you prove it?
",6.2833125
113,1,script,M,ang,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F015.wav," To you it is, to me it is.  But to your father?  You can talk yourself 'til you're blue in the face but there's was no grave and there is no body.  So where are you?
",11.305
114,1,script,M,ang,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F016.wav," The trouble is those god damn news papers.  Every month some boy comes back missing longer then Larry so--
",6.87
115,1,script,M,ang,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F017.wav," Why?
",2.0375
116,1,script,M,fru,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F019.wav," Well, that's only your business, Chris.
",4.17
117,1,script,M,ang,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F020.wav," Well, what do you want me to do?  You're old enough known your own business.
",3.67
118,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F022.wav," I'm just saying.
",2.315
119,1,script,M,ang,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F023.wav," I'm sorry.  I ignore what I've got to ignore. That girl is Larry's girl.
",7.7361875
120,1,script,M,ang,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F024.wav," From father's point of view he is not dead and you have no right to take his girl.  I'm just saying that you can go on from there if you know where to go but I'm saying I don't know where to go.  See, I don't know.
",13.05
121,1,script,M,neu,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F025.wav," You're a considerate fellow.  There's nothing wrong in that.
",3.6299375
122,1,script,M,neu,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F026.wav," Did you ask Annie yet?
",3.9763125
123,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F027.wav," Well, how do you know she's going to marry you?  Maybe she feels same way your father does.
",5.2875
124,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F028.wav," The trouble is you don't see enough women, you never did.
",5.4895
125,1,script,M,ang,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F029.wav," I don't see why it has to be Annie.
",3.1099375
126,1,script,M,ang,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F030.wav," That's a good answer but it doesn't answer anything.  You haven't seen her since you went away to war, it's been five years.
",7.9399375
127,1,script,M,sad,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F031.wav," He thinks he's coming back, Chris.  You marry that girl you're pronouncing him dead.
",9.17
128,1,script,M,ang,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F032.wav," Do you know what that'll do to you, to your father, do you know?  I don't.
",6.5699375
129,1,script,M,ang,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F035.wav," Are you crazy?
",3.377375
130,1,script,M,ang,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F036.wav," You have a business here.  I said what the hell is this?
",5.775
131,1,script,M,ang,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F037.wav," Oh, must you be inspired.
",3.4099375
132,1,script,M,ang,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F039.wav," Well, you don't want to think like that.
",2.9224375
133,1,script,M,ang,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F040.wav," All right but you don't think like that because what the hell is this all for.  This is all for you, what are we working for Chris? The whole shooting match is for you.
",11.8625
134,1,script,M,ang,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F041.wav," Well, you don't think like that.
",2.86
135,1,script,M,ang,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F042.wav," I don't understand you, do I?
",3.861
136,1,script,M,ang,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F043.wav," Well, I can see that.
",3.151
137,1,script,M,neu,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M000.wav," He saw it.
",3.32125
138,1,script,M,neu,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M002.wav," I was out here at four this morning I heard a crack and I looked out the window and he was standing right over there.
",6.135
139,1,script,M,sad,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M003.wav," I don't know.  But he went back in the kitchen and he cried.
",6.34
140,1,script,M,sad,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M004.wav," No.  I figured I'd just let it wait.
",4.97
141,1,script,M,sad,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M005.wav," Yeah, I could hear him crying through the floorboards in my room.
",5.1199375
142,1,script,M,sad,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M006.wav," I don't know.
",2.0063125
143,1,script,M,sad,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M007.wav," I guess he is.
",2.9259375
144,1,script,M,fru,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M008.wav," I don't know the meaning of it.  But I know we've made terrible mistake with father.
",5.6524375
145,1,script,M,fru,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M010.wav," I just--why shouldn't he walk the nights waiting for him, huh?  Do we contradict him do we say we don't have any hope any more that he's not coming back?
",10.3876875
146,1,script,M,fru,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M011.wav," I don't want to argue with him, it's just for God's sake it's time he realized that no one believes with him any more.
",10.7674375
147,1,script,M,fru,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M012.wav," I got to.
",2.31
148,1,script,M,fru,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M013.wav," For God's sake, three years?  Nobody comes back after three years. It's insane.
",7.2018125
149,1,script,M,fru,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M014.wav," Okay, all right.  Mom, sit down.  I want to talk to you.
",5.8199375
150,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M015.wav," Yeah, okay all right, all right.  Listen, um, you know why I asked Annie here, right?
",10.68
151,1,script,M,neu,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M017.wav," I'm going to ask her to marry me.
",3.68
152,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M018.wav," You know it's not just my business.
",2.55
153,1,script,M,fru,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M019.wav," So it's okay then?  I'm just going to go ahead with it?
",2.7599375
154,1,script,M,ang,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M020.wav," See.  Then it's not just my business. Sometimes you infuriate me, you know that?  You know it's just your business too if I tell father and he throws a fit about it, huh?
",12.428875
155,1,script,M,ang,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M021.wav," She is not Larry's girl.
",3.05
156,1,script,M,fru,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M022.wav," I don't know why it is you know every time I reach out for something I have to pull back 'cause I'm afraid it's going to hurt somebody.  All my life...
",6.98
157,1,script,M,ang,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M023.wav," To hell with that.
",2.3499375
158,1,script,M,sad,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M024.wav," No, I wanted to get this all sorted out first.
",3.614625
159,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M026.wav," So what?  I'm just--I'm not fast with women.
",4.46
160,1,script,M,fru,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M027.wav," Because it is.
",2.0724375
161,1,script,M,fru,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M028.wav," I don't know, it I think of her, I grew up next to her.  She is what I think of when I think of a wife.
",7.17
162,1,script,M,fru,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M030.wav," I've given it lots of thought.  And I keep coming back to the same thing.
",7.15
163,1,script,M,fru,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M031.wav," When I think of a family, when I think of my future I see Annie in the center of that and you know and if that can't happen here then I'll go somewhere else.
",12.389875
164,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M032.wav," I'll leave.  I'll get married and move somewhere else maybe New York.
",4.9325
165,1,script,M,ang,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M034.wav," Business?  The business doesn't inspire me.
",4.3
166,1,script,M,ang,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M035.wav," Yes, yes I like it for one hour a day.  I don't care if I have to grub for money all day long when I come home I want it nice, I want a family, I want to kids and Annie is in the center of that.
",11.1899375
167,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M036.wav," If that can't happen here...
",2.699
168,1,script,M,neu,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M037.wav," Yes, on this I would.
",2.9499375
169,1,script,M,sad,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M038.wav," Then help me stay here mom.
",2.6799375
170,1,script,M,sad,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M040.wav," Then help me stay.
",2.1525
171,1,script,M,ang,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M041.wav," I am thinking like that.
",2.6499375
172,1,script,M,sad,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M042.wav," No, you don't.  I'm a pretty tough guy.
",4.6890625
173,1,script,M,ang,3,2,Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_F000.wav," Why did he invite her here?
",2.8436875
